text,sentiment
"Going to the Star Trek premier tomorrow night, uber stoked. I don`t care if I`m a nerd, Star Trek is amazecore!!",positive
 Thanks G! My actual birthday is on Tuesday and I will be 24.,positive
happy star wars dayyyy =D and hbd to uncle LEE,positive
its so nice.. I LUV KELLY...she`s such an amazing singer  LUV HER,positive
4 more followers.. follow me and I`ll love you!! *pouts* Please?,positive
 hope ya sleepin well  guys still here,positive
" Thank you  How`s your daughter? And by the way, how did you get 1017 followers? :O",positive
 WOW.How sweet!,positive
 Just saw you on TV for the Best Job in the World. Good luck.,positive
Happy Mothers Day!!!  <3,positive
" hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there",positive
sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.,positive
 The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,positive
  ROFLMAO for the funny web portal  =D,positive
  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,positive
Its 11:11...make a wish!,positive
She doesn`t believe spending many (many) thousands on a perfect wedding makes a happy couple.....A happy couple makes a perfect wedding,positive
 Thanks,positive
and we`re off  to OT !! exciting game like always,positive
watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,positive
 her son is 7 and captured it outside...THANK GOD I HAVE A LITTLE GIRL,positive
 and I`m really glad you were able to watch the game,positive
I love being able to run my tongue along my teeth,positive
"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts",positive
"_13 Awe, THX so much! Neither of need 2b sick on Friday!!  Do u have any prayer requests?",positive
 Bye ! Have a great time being whisked away,positive
 lol! Ahhh well its a good song,positive
" Thanks, I just found a article that say i cannot join you because i am in the UK though",positive
 cheers for the aptism link,positive
  Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!,positive
I`m likable after all HAHAHAHAHAHAHA! Still over the moon,positive
"I wish I knew how to play an instrument. Lessons for Menace and Missy Moo, for sure. Piano? Cello? Bass? Whatever they want",positive
_Janeway OOC: Goodnight,positive
 I thought it was pretty good! I`m not a die hard Trekkie either.,positive
 TY very much for FF,positive
 Enjoy the ride,positive
Happy Mother`s Day to all the mothers out there!!,positive
 heeeey good luck for unair sweet!,positive
just come in from the garden. It is very warm out there but beautiful. Didnt do much revision though,positive
"_Twitster ohhhh, I love Morse, have every episode on video & sometimes gaze lovingly at them",positive
life`s good,positive
 oh ok. Well good for you...can I get some weather updates instead??  jk.,positive
Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!,positive
 Happy Mother`s Day!,positive
"drinking some really nice coffee, got to go to the dentist at 9am this morning",positive
thanks for the raspberry-Laced Vanilla Cake,positive
_Divine take my advice lookin through the phone cost me my relationship,positive
Weekends are Great....if you don`t have to work them.,positive
 good morning misfit *passes you Tylenol*,positive
 YAY to som1 i no on twitter...slowly slowly rest of the grade will come around...hah  i hope ur ready for my constant tweets!!,positive
 thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip?,positive
"Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there`s NO gig in the near future announced yet",positive
if someone had`ve told me things would get this hard..i would never have done it,positive
Had a blood test today.   Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte & a bun.Yum!,positive
"Hope all the Mum`s out there had a Mother`s Day with love, close family & friends.",positive
Just finished Church. Happy Mother`s Day!,positive
found rollo! and got happy  hmmm.. guess i really do need to be inserted back into the matrix 0_o,positive
 The sight of it made my afternoon,positive
Bonjour Twitterland !,positive
"Gorgeous day!  Worked the Master Gardener plant sale, trimmed smoke bushes, and now to do some writing.",positive
 you and  are both baitersss  hope tonight is fun!,positive
 next year will be sweeet,positive
 Just try to do your best. I hope you don`t get laid off.,positive
EVERYBODY WELCOME !!!  Hello Nicole ;),positive
" I`ve always been pretty athletic, I especially love b-ball. Anyway, yeah I can run",positive
_a The rocky kind! With little rockpools & octopi & shells & stuff. Now I want to be at the beach. Its the perfect overcast day.,positive
Waiting to go to bed. Had a great weekend,positive
 lmao boss ross don`t come on out here  I love that man he was the truth,positive
Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!,positive
_peter let`s smoke and watched dazed and confused. that`s a perfect pizza movie too,positive
 had  a little family party tonight   hope it rocked,positive
 WHOO HOO. Congrats on getting under 200lbs,positive
" I`d love that. And, don`t think of it as easy. Think of it as enthusiastic.",positive
 : Sir ! Everything Will Be Great InShaa`Allah,positive
Fighting with Nagios configuration.  Great tool but the config is a bit of a labour,positive
"_Kaufer You cant argue w/them, as they actually have zero things to complain about so they make stuff up",positive
 TY sweetheart,positive
" wow, that`s good",positive
What a gorgeous day!! And I`m going to be stuck in a lab for the next 9 hours or so,positive
Just woke up. Gonna have a shower and go to Nan`s for Mother`s day lunch. Happy Mother`s day,positive
'The Complete Black Books' just arrived ... looking forward to some entertaining #tv nights!  #dvd,positive
"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest.",positive
try to play John Travolta`s 'Grease Lightning' bassline.. it`s cool,positive
 WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,positive
 Enjoy! Family trumps everything,positive
"Sleeeep. Good day, nice night, comfy bed.",positive
" saw your pics, so awesome!",positive
Yes... today is Star Wars Day!    May the 4th be with you!,positive
 I`m going big weekend  cant wait to see u! x,positive
"spent a little too much $ at Wombat, but it`s cool `cuz it was time to take care of Tamara good.  YAY!",positive
thanks for the props,positive
"In Y!M, when you sign in and sign out repeatedly, you`re not annoying.",positive
"It`s raining cats and dogs in Gda?sk today , looks nice `though through a window",positive
is hungryyyyyyy!! going to eat traditional indian food...the pakistani way. woowoo!  hahaha! >[_()\/3,positive
 I`m thinking the 'Chevrolet Doom' would be fitting for GM,positive
WiSHiNG ALL THE MOTHERS A HAPPY MOTHER`S DAY,positive
 Well it`s nice to `see` you. Have a great day and tweet again soon,positive
  hope yer ok hunny,positive
 Yeah it was great to be outside without rain/snow & cold air! Love the sunny days,positive
"_raven oh, I`m skeptical too. I just think it`s the best thing he could have said under the circumstances",positive
 thank you.,positive
 but I don`t want to hurt you,positive
Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,positive
"You make me happy, whether you know it or not  <3",positive
Let`s continue being productive today,positive
meeting up with strangers. lol. alone in vegas. amazing.,positive
 suh-weet! perfect timing.,positive
" Ooh, there you are, haha. Thanks, posted it!",positive
  I love you and Day 26 but that video was questionable... can`t say that I liked it,positive
 http://twitpic.com/4jdtj - have a safe journey back home hope you come back soon,positive
" Smooches to you as well, have a great day!",positive
 awwww..... thought it`d be a 'yummy' experience.  Will try it next time. Kapag magkakasama ulet tayo nila Mapet ;-),positive
 whooop! you got me on twitter!!  dang our line of communication keeps growing!,positive
did you kno that  is amazing  and i`ve known him since he got twitter and his most tweeted words are `know` `haha` `****`..,positive
 So ur moomie liked the Pandora? you can buy me one next lol,positive
" lol, sounds fun",positive
Gooood party last night (: Although I am extremely tired now. xD Off to bed to lounge around watch tv and sleep all day,positive
 Good morning  It`s raining here.,positive
"http://bit.ly/5e7dr  this is cool, van helden.",positive
"14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders",positive
Is on her way home  aloha and good night everyone!,positive
 _face  and nana.wish i was there last night,positive
 A little `Chair Lift` tonight would be muchly appreciated,positive
